menu_start_game_0|Welcome to Viking Conquest.
menu_arboleda_conrey2|Podążasz za królem do pobliskiego lasu, z dala od wścibskich oczu i uszu.
menu_meeting_ragnarssons|Kilku ludzi podchodzi do ciebie by cię powitać u bram Snotingaham. Choć są uzbrojeni nie grożą ci, a wręcz przeciwnie wydają się być szczęśliwi, że cię ujrzeli.
mno_talk_to_siegemen|Porozmawiaj z nimi.
menu_primer_barco|Otrzymujesz swój pierwszy okręt. Okręt daje nie tylko możliwość wyjścia w morze. Pozwala również na morski handel. Możesz dzięki niemu przeprowadzać szybkie najazdy na osady znajdujące się na wybrzeżu czyniąc cię zdobywcą obcych krain. Ludzie z północy mówią, że to jak narodzić się na nowo.^^Podróżowanie statkiem jest jednak niebezpieczne. Morze jest niczym otwarty grób czekający na ciebie i twoich ludzi. Burze i sztormy mogą uszkodzić twój statek, ale spokojny wiatr również ci nie sprzyja, ponieważ zmusza twoich ludzi do wiosłowania. By uniknąć wyczerpania sił swojej załogi dobrze jest przerwać podróż w nocy i odpocząć na lądzie.^^Okręt jest bardzo cenną rzeczą, powinieneś zawsze mieć na niego oko.^^Wróć do tego miejsca kiedy tylko będziesz chciał wypłynąć...
menu_lugar_destruido|{s4}.
mno_lugar_des|Ruszaj.
menu_banquete_moral_refuge|Rozkaż swoim ludziom by odłożyli broń i dołączyli do ciebie w Wielkiej Sali, siadając przy stole wedle należnego stopnia. Najbiżsi i najważniejsi siedzą blisko ciebie.^ Służki podają na stół mnóstwo miodu i mięsiwa. Wydałeś na to mnóstwo pieniędzy , ale twoi ludzie na to zasłużyli.^ Wszyscy przelewali swoją krew, by pomóc ci w twych podbojach. Są twymi wiernymi towarzyszami.^ Uczta trwa. Wielu leży pijanych pod stołem, inni krzyczą i śpiewają. Niektórzy biegną się wyrzygać, a inni walczą ze sobą jak koguty by zdobyć uwagę kobiet.^ Za tobą bard opiewa w pieśni twoje czyny. Czujesz się jak lord, jesteś lordem, ,,Pasterzem'' tych ludzi.
mno_banquete_ok3|Wezwij swoich ludzi i podaruj im pierścienie i bransolety (2000 peningów).
menu_player_lair_menus|{s10} Twoja kryjówka jest miejscem wolnym od twoich wrogów, gdzie możesz się udąć, gdy coś pójdzie nie tak lub gdy chcesz odpocząć po swych podróżach. Możesz tu również ukryć swoje najbardziej wartościowe skarby .^^{s11}^^{s13}
mno_banquete_refugemead|Moi ludzie zasługują na ucztę w mojej kryjówce.
mno_guarida_rename|Zmień nazwę swojej kryjówki.
mno_lair_interior|Wejdź do Wielkiej Sali.
mno_lair_interior_door|Drzwi do Wielkiej Sali.
mno_visit_tavern_lair|Wejdź do tawerny.
mno_visit_tavern_lair_door|Drzwi do tawerny.
mno_lair_buildings_improve|Porozmawiaj ze swoim kapitanem.
mno_lair_buildings_improve_door|Odwiedź Kapitana.
mno_hirelair_staff|Weź sprzęt.
mno_lair_inspect|Przejdź się po dziedzińcu.
mno_lair_inspect_door|Wejdź na dziedziniec.
mno_mylair_station_troops|Manage the garrison.
mno_demoler_lair|Zniszcz swoją kryjówkę (500 peningów).
mno_lair_wait|Zaczekaj tu jakiś czas.
mno_embark|Embark.
mno_lair_leave|Odejdź...
mno_lair_leave_door|Opuść obszar.
menu_demoler_lairm|Jesteś pewien, że chcesz zniszczyć swoja kryjówkę?
mno_demoler_yes|Tak (1000 peningów).
mno_demoler_no|Wróć.
menu_conversacion_companions1|Gdy zatrzymujecie się się na popas widzisz idących w twoją stronę towarzyszy z Brunhildą na czele. Chyba ma ci coś do powiedzenia.
mno_talk_to_brunhild|Wysłuchaj Brunhildy.
menu_conversacion_companions2|Gdy zatrzymujecie się się na popas widzisz idących w twoją stronę towarzyszy. Na ich twarzach odmalowuje się troska.
mno_talk_to_companions2|Wysłuchaj ich.
menu_conversacion_companionsbodo_choice|Gdy zatrzymujecie się się na popas widzisz idących w twoją stronę towarzyszy z Bodo na czele. Chyba ma ci coś do powiedzenia.
mno_talk_to_bodochoice|Wysłuchaj Bodo.
menu_caio_entry|Twoi ludzie informują cię, że ktoś chce się z tobą zobaczyć. Jest to chudy, uśmiechnięty chłopak. Wygląda jakby był synem Starego Rzymianina.
mno_talk_to_caio|Kontynuuj.
menu_egil_conversacion|Twoi ludzie informują cię, że ktoś zmierza w twoją stronę. Jest to osoba pewna siebie i nie chowająca się w cieniu. Jest wysokim i solidnie zbudowanym męższczyzną. Idąc unosi ręce do góry by pokazać, że nie jest uzbrojony. Szuka cię wzrokiem i idzie w twoim kierunku. Jeden z twoich ludzi zatrzymuje go włócznią...
mno_talk_to_egil|Kontynuuj.
menu_aghatinos_conversacion|Po przeciwnej stronie drogi na wielkim głazie siedzi człowiek. Jest wysoki, chudy i biednie ubrany. Wydaje się nieszkodliwy. Spokojnie czeka, aż się do niego zbliżysz. Jego oczy wodzą po twarzach twoich towarzyszy. Zatrzymuje wzrok na tobie, po czym wstaje i idze w twoim kierunku.
mno_talk_to_aghatinos|Porozmawiaj z nim.
menu_egil_rebelion|Coś jest nie tak. Słyszysz krzyki i widzisz, że Egil zastępuje ci drogę.
mno_talk_to_egilreb|Wysłuchaj Egila.
menu_egil_rebelion2|Ciało Egila leży u twych stóp pogrążone wiecznym śnie poległych. Kilku twoich towarzyszy pragnie pochować jego ciało i wyprawić mu pogrzeb. Egil był jednym z najlojalniejszych twoich ludzi, jego strata bardzo cię zabolała, ale również odbiła się na wielu twoich towarzyszach.
mno_permitir1|Dołącz do ludzi chcących pochować Egila i pokryj koszty jego pogrzebu.
mno_permitir2|Pozwól im pochować Egila.
menu_egil_duel|Egil staje przed tobą. Wokół was formuje się krąg. Albo ty albo on...
mno_fight_egilreb|Walcz.
menu_backfrom_frankia|{s4}
mno_choice_01_1frankia|Kontynuuj.
menu_cueva_odin|Wokół daję się wyczuć zapach morza oraz fale uderzające w klify brzmiące w twojej głowie jak grzmoty.Wąska droga kończy się na plaży, gdzie odkrywasz ślady ludzi. Trudno będzie wyśledzić ich na własną ręke, więc rozkazujesz swoim ludziom by zaczekali podczas, gdy ty przeprowadzić śledztwo.
mno_choice_doccingas|Musisz zwerbować więcej ludzi.
menu_orm_duel|Wchodzisz na polanę za farmą, gdzie niewolnicy Ulfa przygotowują rytualny krąg oznaczając kamieniami jego granice. Wokół stoją mieszkańcy oraz twoi żołnierze.^^Przed tobą stoi Orm Czarny przygotowujący się już do walki. Wydaje się być pewny siebie. Być może zbyt pewny siebie biorąc pod uwagę liczbę jego zwycięstw. Twoi towarzysze klepiąc cię po plecach dają ci rady i życzą powodzenia. Wszyscy prócz Reginharda, który jest pesymistycznie nastawiony. Mówi, że wyryje runy na twoim nagrobku. Nagle Egil wskazuje na Orma. Berserker przestał się już przygotowywać. Jego ciałem wstrząsają niekontrolowane spazmy, a z ust sączy się piana. Podnosi głowę i z przekrwionymi oczyma krzyczy do ciebie coś niezrozumiałego. Uwija się jak żmija, znacznie szybciej niż można by oczekiwać od tak dużego człowieka...
mno_duel_orm|Stań do walki.
menu_orm_duel_win|Ciało Orma Czarnego leży u twych stóp. Twoje ramiona są obolałe od blokowania jego brutalnych ataków, a twój umysł odtwarza najbardziej ropaczliwe momenty pojedynku. Zastanawiasz się w jak wielką furię musiał wpaść Orm, że był, aż tak odporny na ból. Nie ma wątpliwości, miałeś szczęście bo właśnie przeżyłeś walkę z berserkerem!
menu_viking_duel_win|Pojedynek się skończył, a {s1} został pokonany. Skaldowie będą opiewać w pieśniach twe zwycięstwo, a twa sława dotrze w najodleglejsze zakątki tej krainy .
menu_viking_duel_lose|{s1} okazał się od ciebie lepszy. Zostałeś pokonany. Sława {s1} wzrośnie, ponieważ skaldowie będą opiewać w pieśniach jego zwycięstwo w tym pojedynku.
menu_duel_troop_rebelion|{s4}
mno_duel_rebelion|Podejmij wyzwanie.
menu_duel_rebelion_win|Pojedynek się skończył. Twój przeciwnik leży pokonany na ziemi. Masz nadzieję, że posłuży jako przykład dla innych potencjalnych przeciwników. Teraz twoim zadaniem będzie odzyskać zaufanie i tchnąć wiarę w swoich ludzi.
menu_thething_messenger|Zbliża się posłaniec. Zatrzymując się przed tobą nabiera tchu w płuca i krzyczy,^^'Mój król, Horik z Danii, wzywa cię byś stawił się na pojedynek który odbędzie się w pobliżu Ribe. Powodem jest skarga wniesiona przez Svena Byczą Szyje i Sigurda Ragnarsona. Musisz jak najszybciej się tam stawić.'^^Posłaniec popędza konia i odjeżdża.
mno_choice_01_1thing|Kontynuuj.
menu_the_holmgang|Zbiża się do ciebie silnie uzbrojona grupa. Przewodzi jej Harald Haraldson, prawa ręka króla, i przypomina o tym że masz stawić masz stanąć w pojedynku. Jest to czas roztrzygnięcia sporu między tobą a twym oponetem na Krótkich Wyspach. Zostajesz otoczony i zaprowadzony na pobliską plażę, gdzie w małej łodzi czeka na ciebie stary człowiek. Wchodzisz na łódź, a dwóch ludzi Haralda wpycha ją do wody. Stary człowiek nie mówiąc ani słowa, zaczyna wiosłować w stronę wyspy wyłaniającej się z za horyzontu.
mno_choice_01_1duel|Kontynuuj.
menu_the_holmgang2|Wody są spokojne. Jedyne co słyszysz to powolny i miarowy dźwięk wioseł uderzających o taflę wody. Człowiek którego zastałeś w łodzi tylko wyglądał na starego, gdyż jego twarz pokrywają zmarszczki spowodowane ciężkim życiem na morzu. Nosi znoszoną tunikę, a jego dłonie pokrywają pęcherze . Jego oczy są krystalicznie niebieskie, ale spojrzał na ciebie choćby przez moment będąc skoncentrowany na dotarciu do wyspy. Po przybiciu do wyspy widzisz swojego przeciwnika, będącego kiedyś twym towarzyszem . Sąd zdecydował, że dwóch przybędzie na Krótkie wyspy, ale tylko jeden je opuści. Wysiadasz z łodzi na ląd, a człowiek z którym przypłynełeś odpływa parę metrów od wyspy i czeka na roztrzygnięcie.
mno_choice_01_2duel|Walcz.
menu_the_holmgang3|'Dwóch przybędzie na wyspę, ale tylko jeden ją opuści.'^^Powracasz zwycięsko, ale kosztem śmierci swojego starego towarzysza. Z pamięci przywołujesz słowa jakie zwykł mawiać Reginhard: Gaed a wyrd swa hio scel!, Los zawsze robi to co konieczne!^^Stary człowiek zabiera cię z powrotem do miejsca skąd wyruszyliście. Gdy powracasz twoi ludzie zwracają ci twoje rzeczy nic przy tym nie mówiąc świadomi podniosłości tej chwili. Wkrótce są gotowi do drogi. Harald i jego ludzie już wyruszyli. To czas by spotkać się z Asbjorn który zwołał zgromadzenie w Ribe.
menu_the_thing|Zupełnie jak za starych czasów, gdy ludzie czcili zmarłych i wychwalali bogów zwołano zgromadzenie. W miarę jak się zbliżasz słyszysz setki podniesionych głosów, rozpoznajesz sztandary powiewające nad rozstawionymi namiotami, a także zapach serwowanych potraw. Zgromadzenie lub inaczej Ting to nie tylko spotkanie na którym rozwiązywane są spory i wykonywane wyroki, ale również miejsce wymiany handlowej i wiadomości.
mno_enter_thing|Przystąp.
mno_encounter_leavethething|Odejdź.
menu_partida_ribe_fleet|Wreszcie po długich i starannych przygotowaniach flota jest gotowa wyruszyć z Ribe, opuszczając Danie i podążyć Szlakiem Wielorybów.
menu_partida_ribe_fleet2|Przez różnice dzielące Svena Byczą Szyję chroniącego jarla Sigurda i Haralda Haraldsona chroniącego króla Horika flota została podzielona na dwie części nie wspierające się nawzajem.^^Ale to nie czas na zmartwienia . Wiatr ci sprzyja, a twój okręt bez problemów zmierza ku Anglii, gdzie zdobędziesz sławę i bogactwo. A teraz jesteś również bliżej Svena Byczej Szyji niż kiedykolwiek wcześniej. Musisz po prostu zaczekać na okazję by go zabić i uratować swoją matkę... Los zawsze nagradza cierpliwych.
menu_sven_attack_fleet|Podróż z Ribe do Eoferwic lub jak nazywają go Duńczycy Jorvik zajmie trzy dni przy dobrej pogodzie, ale wolniejsze z knarrów mogą tam dotrzeć nawet do dwóch dni później. Są duże, ale nieprzystosowane do szybkich podróży. Gdy płyniemy pod wiatr nabierają prędokości. Powinny dotrzeć do celu wyprawy. ^^. Podczas podróży wiatr często się zmienia. Ludzie wiosłują wtedy na zmianę nie robiąc przerw nawet w nocy by nie stracić prędkości. Zapach załogi jest nie do zniesienia , wodę da się pić, ale jedzenie smakuje obrzydliwie przez co często wymiotuje się je przez rufę.^^Wreszcie szczelina dzieląca Haralda i Svena pęka. Od teraz ufają jedynie swoim kapitanom i załogą. Flota płynie teraz oddzielnie. Harald wzywa ciebie i innych kapitanów do swojej kajuty na nadzwyczajne posiedzenie. Podobno jeden z kapitanów Svena Byczej Szyji przeszedł na stronę Haralda i przyniósł mu wieści .^^Nie mogąc się doczekać idziesz na spotkanie. Być może może ma jakieś wieści o twojej matce.
mno_choice_mettingcap|Spotkaj się z kapitanem.
menu_playerflee_svenattack|Za tobą słyszysz szczęk mieczy i krzyki mordowanych. Opuszczasz Haralda Haraldsona którego armia jest masakrowana przez Svena Byczą Szyję. Twoim zadaniem jest teraz odnalezienie Rathbartha Ragnarsona i powiadomienie go o zdradzie Svena Byczej Szyji.
mno_choice_flee1|Uciekaj.
menu_way_to_douaranenez|Zbierając flotę każesz załodze pozbyć się szalup i wciągnąć żagle. Po chwili wiatr uderza w nie, sprawiając że statek zaczyna płynąć, a kapitanowie wydają polecenia załodze. Wkrótce statek wypływa na otwarte wody.  
menu_way_to_douaranenez2|Spędzasz wiele pełnych niewygód dni na morzu, gdzie nie ma miejsca na prywatność i chwilę spokoju. Wokół unosi się nieprzyjemny zapach potu, moczu i kału mieszający się ze słonym morskim powietrzem.^Pogoda dopisuje: żadnych sztormów, żadnych silniejszych porywów wiatru pomimo pojawienia się porannej mgły. W rzeczywistości przy tak słabym wietrze flota porusza się bardzo powoli przez co podróż jest dłuższa.^^W końcu jeden ze statków dostrzega na horyzoncie Douar-an-Enez. W zatoce widać czterdzieści zacumowanych okrętów. Jeden z nich płynie w twoją stronę...
mno_choice_d1|Pertraktuj.
menu_way_to_douaranenez3|Za tobą słychać podniesione głosy. Wydaje ci się, że pochodzą z obozu blisko Astures. Słyszysz krzyki i szczęk mieczy.^^Ale nie interesuje cię to w tym momencie. Z wiatrem w żaglach, Kantabriański statek zabiera cię na twój okręt. W oddali widzisz jak twoja flota walczy z napastnikwami. Gundinsalvo płynie z tobą. Jest bardzo,bardzo paważny niczym błazen na posiedzeniu. Patrzy jak na dwóch okrętach załoga łapie za wiosła. Jego twarz jest spokojna, to doświadczony wojownik który nie boi się śmierci. Gdy tylko przybywasz na swój okręt ruszasz w kierunku floty. Nadszedł czas by przejąc kontrolę...
mno_choice_douarb|Do ataku.
menu_way_to_douaranenez4|Morze stało się piekłem pełnym ognia, krwi i śmierci. Zwycięstwo jest w twoje, ale wielu poległo od miecza wroga, w tym Kantabrian Gundinsalvo.^^Bitwa morska była czystym szaleństwem, ale teraz twoi wrogowie uciekają. Szukają schronienia w Douar-an-Enez, ale twoi ludzi zmusili ich do nowej bitwy na obrzeżach wioski. W miejscu gdzie zostawiłeś Bodo, widzisz, że zebrał Asturianów razem i koordynuje ich do walki.^^Teraz twoja kolej by przyłączyć się do walki...
mno_choice_douard|Wyjdź na brzeg.
menu_way_to_douaranenez5|Douar-an-Enez nie jest pierwszym miejscem jakie najechałeś. Teraz szaleje w nim ogień i śmierć. Jego mieszkańcy umierają w mękach, a ty nie masz wątpliwości, że nikt nie ośmieli się osiedlić w tym przeklętym miejscu.^^Słyszysz głuche jęki swych rannych ludzi. Widzisz, że wpatrują się w horyzont wciąż będąc w szoku. Przypominasz sobie jak zginął Bodo i o ostatnich spędzonych z nim chwilach . Jego misja się nie powiodła mimo jego uporczywości. Królestwo Asturii nie ma już floty, pozostałotylko kilka statków Kantabrian które dołączają do ciebie po śmierci ich przywódcy, Gundinsalvo. Teraz ty jesteś ich przywódcą. Niektórzy z twoich ludzi bez reszty poświęcają się wykańczaniu wrogów i zajmowaniu ich siedzib.
mno_choice_douarb1|Zabierz swoją część łupu.
mno_choice_douarb2|Pozwól swoim ludziom zabrać cały łup.
menu_bjorn_camp|Na wzgórzu Duńczycy wznieśli niewielki obóz. Próbując zliczyć namioty szacujesz, że jest tam 250 lub 300 ludzi. Nad jednym z namiotów powiewa sztandar Bjorna, jednego z najsławniejszych synów Ragnara.^^Kilku ludzi cię zatrzymuje, ale gdy cię rozpoznają puszczają cie wolno zupełnie jak gdyby się ciebie spodziewali.
mno_enter_bjorncamp|Wejdź do obozu.
mno_enter_bjorncamp2|Investigate.
menu_nothingam_siege|W oddali widzisz dwa obozy Sasów które otaczają Snotingaham. Obozy są duże, są w stanie utrzymać tysiace ludzi, wokół miasta rozmieszczone są patrole które pilnują by nikt nie wydostał się zewnątrz. Rozpoznajesz duńskich wojowników stojących na murach. Jest ich dużo mniej niż okupantów, a żywności starczy im na parę dni.
mno_mierce_patrols|Jedz do Snotingaham przejeżdżając pomiędzy oddziałami Mercjii.
mno_choice_snott|Musisz zwerbować więcej ludzi.
menu_nothingam_siege2|Zostawiasz Snotingaham za sobą i wracasz do lasu ...
mno_mierce_patrols2|Jedz do Snotingaham przejeżdżając pomiędzy oddziałami Mercjii.
menu_nothingam_siege_al|W miarę jak zbliżasz się do Snotingaham otaczają cię wrogie oddziały Sasów, ale nie atakują cię widząc flagę posłańca. Każą ci czekać prawie godzinę nim zjawi się Alfred.^^W końcu widzisz nadjeżdżającą grupę konnych którzy schodząc ze swych wierzchowców idą w twoją stronę.
mno_talk_to_alfred|Kontynuuj.
menu_ambush_kennemer|Gdy twoja drużyna odpoczywa i regeneruje siły po trudach podróży, korzystasz z okazji i wymykasz się z obozu by mieć trochę prywatności, dopadł cię bowiem roztrój żołądka.^^Twoją chwilę relaksu pomiędzy głazami przerywa nagły hałas...
mno_relax_broken|Szybko się ubierz i chwyć za broń.
menu_welsh_and_pictish_complete|Mineło już trzydzieści dni, a ty wciąż utrzymujesz {s3}. Nadszedł czas by powrócić z wieściami do Svena Byczej Szyji i powiadomić Bodo o swojej decyzji w liście.
menu_messeger_mothernews|Zbliża się posłaniec jadąc na nędznej chabecie. Staje przed tobą, nabiera tchu w płuca i krzyczy^^'Mam wiadomość dla osoby na którą wołają {Imię gracza}. Jeśli chcesz usłyszeć wieści o swojej matce, staw się w Dzikim Gaju w pobliżu Dommoc i poszukaj domu drwala.'^^Podsłaniec popędza konia i odjeżdża.
mno_choice_01_newsm|Kontynuuj
menu_circle_mystic|Twój wzrok przykuwa szczególne miejsce z pozoru wyglądające jakby zostało wzniesione przed wiekami. Być może to dobry czas by je odwiedzić i nacieszyć oczy sztuką minionych czasów.
mno_enter_quest|Ruszaj.
mno_enter_mystic|Przejdź.
menu_troll_bridge|Niedaleko znajduje się most którym możemy przejść nad strumieniem. Strumień jest bezimienny, ale most jest powszechnie znany jako most Troli.
mno_enter_troll|Przejdź przez most.
menu_battle_stones|W pobliżu widzisz dom otoczony rzędem kamieni. Wygląda to jak idealne miejsce do życia, wokół jest cicho i spokojnie. Można tu uprawiać ziemię, hodować zwierzęta lub z troską zajmować się roślinami...co wydaje się całkiem odległe i inne od pełnego zgiełku wędrownego życia na drodze.
mno_enter_stones|Wejdź.
menu_roman_fort|Podążając ścieżką widzisz ruiny starożytnego rzymskiego fortu podobnego do tych w innych częściach starej Brytanii.
mno_enter_romanfort|Zbadaj.
menu_farmland_menu|Jadąc napotykamy małą wioskę po drodze. Dym unosi się z komina, ale wokół nikogo nie widać.
mno_enter_ambush|Odwiedź wioskę.
menu_boar_grove|Wchodzisz do głębokiego gaju pełnego drzew. {s4}
menu_aescesdun_camp|Armia Sasów postanowiła zmienic pozycję i przegrupować siły siły po klęsce pod Readingum. Założyli na wzgórzu obóz, gdzie każdego dnia napływają do nich nowe siły. To dobry moment by przenieść siły Duńskiej armii na wschodznią stronę zanim Sasi przenikną do Wessex.^^Ta strona nazywasię Aescesdun.^^{s4}
mno_enter_aescendun|Wejdź do obozu.
menu_aescesdun_empty|Obóz był prawie pusty. Po odejściu wielkiej armii zostało w nim jedynie pare osób.
menu_readingum_camp|Synowie Ragnara zbudowali ufortyfikowany obóz w saskiej miescowości o nazwie Readingum. Jest dobrze chroniona i ma fosę. Ostało się to jeszcze po wcześniejszej bitwie kiedy to Sasi próbowali wypędzić stąd Duńczyków. To dobre miejsce do obrony i patrolowania okolicy.^^{s4}
mno_enter_readingum|Wejdź do obozu.
menu_the_speech_l|{s4}
mno_the_speech|Dołącz do nich.
menu_thetravel_danisharmy_l|Duńska armia, Wielka armia Lata, dotarła do Aescendun. King Aethelred podzielił swoją armię na dwie części: jedną prowadzi sam, a drugą jego brat, młody Alfred. Odziały rozlokowały się po obu stronach starożytnej drogi Ridgeway. Podczas, gdy wikingowie się przygotowują, Aethelred decyduje pomodlić się przed bitwą i nie wyruszać nim jego oddziały nie będą gotowe. Ale Duńczycy odpowiadają szybko, ich armia również dzieli się na dwie części...
menu_mega_battle_ashdown|Sasi zajeli dwa punkty na wzgórzu dzieląc armię na dwie części. Po jednej stronie stacjonuje król Aethelred, a po drugiej jego brat Alfred. Duńczycy przemieszczają się szybko, szybciej niż zakładano, nie robiąc przerwy na odpoczynek. To coś czego Aethelred nie przewidział. Nadal jest pogrążony w modlitwie i rozkazał by nikt mu nie przeszkadzał dopóki nie skończy. Duńczycy nie czekają. Dzielą swoją armię na dwie części. Jedną z nich dowodzą Jarl Halfdan i król Bagsecg, kierując swoje oddziały ku Aethelredowi. Drugim dowodzi pięciu innych jarlów którzy kierują swe siły ku Aelfredowi. Wykorzystują przy tym ukształtowanie terenu by znaleźć się nad oddziałami Sasów. Jeśli im się to uda będą mieć przewagę wysokości nad swoimi wrogami...^^{s2} Masz {reg10} żołnierzy gotowych do walki przeciwko {reg11}.
mno_encounter_attackasc|Batwa pod Aescesdun.
menu_svenbn_hunting|Jadąc przez pole bitwy jedyne co widzisz to leżąca wszędzie broń i martwe ciała, wokół słychać jęki rannych, a szabrownicy korzystając z okazji kradą wszystko co mogą unieść. Kapłani udzielają ostatniego namaszczenia umierającym, a ty czujesz w środku jak euforia pozostania przy życiu miesza się z silnym poczuciem osamotnienia. Zadajesz sobie pytanie: Dlaczego? Dlaczego przeżyłem podczas, gdy tak wielu zginęło?^^Ale twoje myśli i przeznaczenie rozchodzą się w dwóch różnych kierunkach. {s4}
mno_talk_to_leader|Porozmawiaj z nim.
menu_ashdown_battle_over|The battle is over, but the thunder of shields and swords, screams of men, and the cries of the wounded still ring in your ears. Your stiff hand is squeezing your weapon, you can still feel the tension of the battle and even your senses remain more alert than ever.You've survived another carnage, just like you have many times before, always living on the edge, always relying on your trusty sword. You've won today, but you do know that your luck may end one day, and your life will be over, giving glory and fame to the one who would manage to kill you.^^Aescesdun has not been just a battle, it has brought together hundreds of men, and most of them are now lying dead in the grass. The story of Aescesdun will surely be retold by bards and storytellers for many years to come.
mno_aescesdun_no|Continue.
menu_followers_camp_begin|Jesteś zachwycony tym jak szybko rośnie twoja armia, ostatnio dołączyli do ciebie kapłani i kobiety, a teraz nawet kupcy proszą o możliwość podążenia za tobą.^^Oznacza to łatwy dostęp do wielu usług które pomogą poprawić morale twoich ludzi, ale musisz wiedzieć, że twoja armia porusza się przez to wolniej.^^Usługi towarzyszy są dostępne na terenie obozu.
mno_followers_yes|Oczewiście.Witajcie.
mno_followers_no|Nie.To jest armia, a nie przedstawienie kukiełkowe.
menu_followers_camp_leave|Ostatnie wydarzenia i drastyczny spadek liczby twoich ludzi spowodowały, że twoi towarzysze chcą odejść...
mno_follw_yes|Szlag by to.
menu_followers_remove|Na pewno chcesz odprawić swoich towarzyszy? To sprawi, że do twojej armii przestaną napływać ochotnicy. Może mieć to negatywny wpływ na morale twoich ludzi.
mno_remove_yes|Tak.
mno_remove_no|Nie.
menu_sven_bullneck_readingum|To miejsce ma dobrą fosę i fortyfikacje które zostały jeszcze z czasów, gdy Sasi próbowali wypędzić stąd Duńczyków. To dobre miejsce do obrony.^^{s4}
mno_talk_to_leadermen|Porozmawiaj z nim.
mno_enter_to_talk_sven|Podejdź bliżej Readingum.
mno_svenreadingum_attack|Rozpocznij oblężenie!
mno_encounter_savereadingum|Odejdź.
menu_sven_halllatest|Rzeź w Readingum trwa, twoi ludzie wciąż walczą z resztkami oddziału Svena, ale to nie tej bitwy szukasz. Sven Bycza Szyja zabarykadował się w Wielkiej Sali w Readingum, biorąc ze sobą twoją matkę i paru ludzi. Nadszedł czas by to zakończyć...
mno_fight_svhall|Wejdź do Wielkiej Sali.
menu_mother_death|Sven Bycza Szyja nareszcie nie żyje. Dokonałeś swej zemsty, ale czujesz czujesz w ustach smak goryczy, ponieważ martwe ciało twojej matki leży nieopodal Svena. Kobieta która cię wychowała i dla której zostawiłeś wszystko by odnaleźć we Fruzji potrafiącego jej pomóc uzdrowiciela. Jej ostatnie pełne miłości słowa odbijają się w twej pamięci niczym echo.^^Sven Bycza Szyja i twoja matka byli tym co cię do tej pory napędzało, a teraz nie żyją. Czujesz jakby cząstka ciebie odeszła razem z nimi.^^Po tym wszystkim co się wydarzyło, jedyne co ci zostało to wspomnienia...
mno_mother_funeral|Wypraw pogrzeb.
menu_event_siege_01|Jeden z twoich doradców informuje cię, że znaleziono szczury które dostały się do zapasów żywności, którą potem jedzą twoi ludzi. Można było tego uniknąć wprowadzając wcześniej środki zapobiegawcze!
mno_choice_01_2a|Nie mogę zostawić swoich ludzi bez jedzenia. Zabić tyle szczurów ile zdołacie.
menu_ratas_siege|Zanim szczury zostały wybite, wielu twoich ludzi zachorowało i umarło.^^Twoje straty: {s8}
mno_back_to_siegea|Zrobione.
menu_event_siege_02|Brak higieny w twoim obozie doprowadza do wybuchu czerwonki. Wielu ludzi wokół ciebie zaczyna umierać. Można było tego uniknąć wprowadzając wcześniej środki zapobiegawcze!
mno_choice_02_1b|Najmij lekarza, aby spróbował pomóc ludziom u których zdiagnozowano chorobę (1000 peningów).
mno_choice_02_2b|Nie ma już niczego co mogę zrobić.
mno_choice_02_3b|Módl się do swojego Boga.
mno_choice_02_4b|Ja i moi towarzysze możemy ich wyleczyć.
menu_enfermedad_siege|Śmierć zebrała swoje żniwo, wielu ludzi jest chorych lub umierających.^^Twoje straty: {s8}
mno_back_to_siegeb|Szlag by to.
menu_enfermedad2_siege|Niektórzy z twoich ludzi umarli z powodu choroby, ale większość przeżyła dzięki pomocy medyka którego najełeś/aś.^^Twoje straty: {s8}
menu_enfermedad3_siege|Śmierć zebrała swoje żniwo, wielu ludzi jest chorych lub umierających. Być może twój Bóg ocalił kilka żyć.^^Your casualties: {s8}
mno_back_to_sieged|Zrobione.
menu_enfermedad4_siege|Dzięki twym leczniczym zdolnościom ratujesz wielu ludzi, ale i tak wielu z nich umiera.^^Twoje straty: {s8}
mno_back_to_siegee|Wróć do oblężenia.
menu_event_siege_03|Jest tu tak wiele śmieci,robactwa i innych paskudztw, że twój obóz wygląda jak chlew. Your men are unhappy. Można było tego uniknąć wprowadzając wcześniej środki zapobiegawcze!
mno_choice_03_4c|Wygłoszę motywującą mowę, dzięki której zyskam trochę czasu potrzebnego na podjęcie odopowiednich środków.
mno_choice_03_2c|Zobaczę co mogę zrobić.
menu_event_siege_04|Wróg zdołał zinfiltrować obóz i spalić niektóre z twoich zapasów. Część zapasów żywności została zniszczona.
mno_choice_04_1d|Dla przykładu ukaż ludzi pełniących wartę w nocy.
mno_choice_04_2d|Nic nie rób!
menu_event_siege_05|W nocy twoi ludzie złapali i zabili grupę żołnierzy wroga która próbowała zinfiltrować obóz i spalić zapasy.
mno_choice_05_1e|Pogratuluj im dobrze wykonanej pracy.
mno_choice_05_2e|Nagródź każdego z nich bransoletą wojownika (300 peningów).
mno_choice_05_3e|Nagródź ich nocą wolną od obowiązków i opłać dla nich miejscowy burdel (200 peningów).
mno_choice_05_4e|Nic nie rób. Jesteś ich przywódcą i nie możesz okazywać słabości.
